window_start,device_mac,anomaly_score,is_anomaly
1785313433.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313443.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313443.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313443.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313453.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313453.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313453.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313463.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313463.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313463.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313473.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313473.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313473.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313483.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313483.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313483.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313493.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313493.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313493.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313503.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313503.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313503.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313513.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313513.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313513.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313523.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313523.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313523.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313533.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313533.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313533.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313543.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313543.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313543.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313553.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313553.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313553.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313563.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313563.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313563.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313573.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313573.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313573.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313583.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313583.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313583.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313593.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313593.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313593.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313603.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313603.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313603.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313613.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313613.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313613.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313623.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313623.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313623.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313633.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313633.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313633.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313643.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313643.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313643.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313653.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313653.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313653.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313663.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313663.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313663.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313673.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313673.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313673.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313683.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313683.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313683.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313693.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313693.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313693.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313703.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313703.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313703.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313713.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313713.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313713.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313723.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313723.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313723.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313733.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313733.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313733.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313743.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313743.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313743.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313753.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313753.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313753.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313763.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313763.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313763.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313773.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313773.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313773.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313783.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313783.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313783.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313793.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313793.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313793.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313803.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313803.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313803.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313813.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313813.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313813.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313823.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313823.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313823.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313833.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313833.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313833.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313843.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313843.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313843.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313853.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313853.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313853.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313863.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313863.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313863.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313873.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313873.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313873.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313883.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313883.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313883.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313893.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313893.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313893.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313903.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313903.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313903.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313913.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313913.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313913.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313923.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313923.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313923.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313933.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313933.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313933.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313943.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313943.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313943.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313953.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313953.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313953.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313963.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313963.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313963.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313973.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313973.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313973.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313983.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313983.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313983.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785313993.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785313993.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785313993.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785314003.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785314003.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785314003.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785314013.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785314013.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785314013.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
