window_start,device_mac,pkt_count,byte_count,mean_iat,std_iat,arp_req_count,arp_req_rate,arp_reply_count,arp_reply_rate,broadcast_ratio,avg_response_latency,send_recv_ratio
1785313203.519992,08:00:27:a5:9e:2d,11,1040,0.9011357069015503,0.24088294161665746,0,0.0,1,0.1,0.0,,0.9774436090225563
1785313213.519992,08:00:27:5a:87:bc,18,1652,0.4122345868278952,0.4881459468527375,0,0.0,2,0.2,0.0,0.0008327662944793701,1.0535714285714286
1785313213.519992,08:00:27:8a:0d:75,8,784,1.0010807173592704,0.00031778201665805846,0,0.0,0,0.0,0.0,,0.9491525423728814
1785313213.519992,08:00:27:a5:9e:2d,8,784,1.001002413885934,0.0014738682396565567,0,0.0,0,0.0,0.0,,0.9491525423728814
1785313223.519992,08:00:27:5a:87:bc,18,1652,0.412385295419132,0.46653090457951135,0,0.0,2,0.2,0.0,0.0008385926485061646,1.0535714285714286
1785313223.519992,08:00:27:8a:0d:75,8,784,1.0013174329485213,0.0003339326719821129,0,0.0,0,0.0,0.0,,0.9491525423728814
1785313223.519992,08:00:27:a5:9e:2d,8,784,1.0013418538229806,0.0011844065922467307,0,0.0,0,0.0,0.0,,0.9491525423728814
1785313233.519992,08:00:27:5a:87:bc,24,2016,0.4118756522303042,0.46196721790200734,0,0.0,6,0.6,0.0,0.0008160273234049479,1.1428571428571428
1785313233.519992,08:00:27:8a:0d:75,10,980,1.001169549094306,0.0005178456186332756,0,0.0,0,0.0,0.0,0.00024700164794921875,0.8860759493670886
1785313233.519992,08:00:27:a5:9e:2d,10,980,1.0010553201039631,0.0011503026791255767,0,0.0,0,0.0,0.0,,0.8860759493670886
1785313243.519992,08:00:27:5a:87:bc,2,84,4.100799560546875e-05,0.0,0,0.0,2,0.2,0.0,,10.0
1785313243.519992,08:00:27:8a:0d:75,2,196,1.0240509510040283,0.0,0,0.0,0,0.0,0.0,0.0002319812774658203,0.8235294117647058
1785313243.519992,08:00:27:a5:9e:2d,2,196,1.024151086807251,0.0,0,0.0,0,0.0,0.0,,0.8235294117647058
1785313253.519992,08:00:27:5a:87:bc,0,0,,,0,0.0,0,0.0,0.0,,0.0
1785313253.519992,08:00:27:8a:0d:75,0,0,,,0,0.0,0,0.0,0.0,,0.0
1785313253.519992,08:00:27:a5:9e:2d,0,0,,,0,0.0,0,0.0,0.0,,0.0
1785313263.519992,08:00:27:5a:87:bc,0,0,,,0,0.0,0,0.0,0.0,,0.0
1785313263.519992,08:00:27:8a:0d:75,6,588,1.0200334072113038,0.007114435784892902,0,0.0,0,0.0,0.0,0.00021227200826009115,1.0
1785313263.519992,08:00:27:a5:9e:2d,6,588,1.0200119972229005,0.007173414447031769,0,0.0,0,0.0,0.0,,1.0
1785313273.519992,08:00:27:5a:87:bc,0,0,,,0,0.0,0,0.0,0.0,,0.0
1785313273.519992,08:00:27:8a:0d:75,12,1138,0.8373881903561678,0.30847113868286224,0,0.0,1,0.1,0.0,0.00017864704132080077,1.0
1785313273.519992,08:00:27:a5:9e:2d,12,1138,0.837390271100131,0.30848369448187124,1,0.1,0,0.0,0.0,9.894371032714844e-05,1.0
1785313283.519992,08:00:27:5a:87:bc,0,0,,,0,0.0,0,0.0,0.0,,0.0
1785313283.519992,08:00:27:8a:0d:75,5,452,2.0230162739753723,1.7313855242220044,1,0.1,0,0.0,0.0,0.00011050701141357422,1.0
1785313283.519992,08:00:27:a5:9e:2d,5,452,2.023004472255707,1.7313992298465997,0,0.0,1,0.1,0.0,,1.0
1785313293.519992,08:00:27:5a:87:bc,0,0,,,0,0.0,0,0.0,0.0,,0.0
1785313293.519992,08:00:27:8a:0d:75,1,98,,,0,0.0,0,0.0,0.0,,1.0
1785313293.519992,08:00:27:a5:9e:2d,1,98,,,0,0.0,0,0.0,0.0,9.584426879882812e-05,1.0
1785313303.519992,08:00:27:5a:87:bc,0,0,,,0,0.0,0,0.0,0.0,,0.0
1785313303.519992,08:00:27:8a:0d:75,0,0,,,0,0.0,0,0.0,0.0,,0.0
1785313303.519992,08:00:27:a5:9e:2d,0,0,,,0,0.0,0,0.0,0.0,,0.0
1785313313.519992,08:00:27:5a:87:bc,84,4148,0.00947732523263219,0.0033471208447305684,71,7.1,2,0.2,0.9523809523809523,,17.283333333333335
1785313313.519992,08:00:27:8a:0d:75,1,120,,,0,0.0,0,0.0,0.0,,0.7894736842105263
1785313313.519992,08:00:27:a5:9e:2d,1,120,,,0,0.0,0,0.0,0.0,,0.7894736842105263
1785313323.519992,08:00:27:5a:87:bc,1233,52562,0.008112547072497282,0.04042118688309407,1205,120.5,20,2.0,0.9805352798053528,,146.00555555555556
1785313323.519992,08:00:27:8a:0d:75,2,180,2.555187940597534,0.0,0,0.0,1,0.1,0.0,,0.2452316076294278
1785313323.519992,08:00:27:a5:9e:2d,2,180,2.546325206756592,0.0,0,0.0,1,0.1,0.0,,0.2452316076294278
1785313333.519992,08:00:27:5a:87:bc,1021,43608,0.009349263649360806,0.04990390510324013,994,99.4,20,2.0,0.9784524975514202,,181.7
1785313333.519992,08:00:27:8a:0d:75,1,120,,,0,0.0,0,0.0,0.0,,0.17341040462427745
1785313333.519992,08:00:27:a5:9e:2d,1,120,,,0,0.0,0,0.0,0.0,,0.17341040462427745
